sigma,num_images,mean_BER,recover_rate
0.0,100,0.004333333373069763,0.93
0.05,100,0.46900001525878904,0.0
0.1,100,0.49600002288818357,0.0
0.15000000000000002,100,0.5043333435058593,0.0
0.2,100,0.5113333511352539,0.0
0.25,100,0.4943333435058594,0.0
0.30000000000000004,100,0.4856666946411133,0.0
0.35000000000000003,100,0.49966667175292967,0.0
0.4,100,0.49966667175292967,0.0
0.45,100,0.48666671752929686,0.0
0.5,100,0.4913333892822266,0.0
