sigma,num_images,mean_BER,recover_rate
0.05,100,0.4810000228881836,0.0
0.1,100,0.47366668701171877,0.0
0.15000000000000002,100,0.4866666793823242,0.0
0.2,100,0.5066667175292969,0.0
0.25,100,0.49400001525878906,0.0
0.30000000000000004,100,0.5143333435058594,0.0
0.35000000000000003,100,0.4876667022705078,0.0
0.4,100,0.48966667175292966,0.0
0.45,100,0.5026667022705078,0.0
0.5,100,0.5146666717529297,0.0
